0.000000 0.000000 0.000000 0.000000 
0.050000 0.050000 0.000000 0.000000 
0.100000 0.100000 0.091133 0.927641 
0.150000 0.150000 0.146109 0.617054 
0.200000 0.200000 0.194793 0.466449 
0.250000 0.250000 0.235910 0.408254 
0.300000 0.300000 0.271933 0.434652 
0.350000 0.350000 0.302864 0.375344 
0.400000 0.400000 0.328022 0.388445 
0.450000 0.450000 0.350332 0.374866 
0.500000 0.500000 0.371599 0.359389 
0.550000 0.550000 0.388429 0.355136 
0.600000 0.600000 0.403886 0.330528 
0.650000 0.650000 0.417300 0.330307 
0.700000 0.700000 0.429891 0.319702 
0.750000 0.750000 0.440408 0.334196 
0.800000 0.800000 0.451369 0.314611 
0.850000 0.850000 0.459466 0.299719 
0.900000 0.900000 0.468738 0.298806 
0.950000 0.950000 0.476873 0.298968 
1.000000 1.000000 0.484737 0.337278 
