0.000000 0.127185 0.000448 
0.010000 0.124614 0.000276 
0.020000 0.122556 0.000296 
0.030000 0.120071 0.000281 
0.040000 0.118336 0.000200 
0.050000 0.116262 0.000436 
0.060000 0.113756 0.000241 
0.070000 0.111481 0.000327 
0.080000 0.110148 0.000255 
0.090000 0.107487 0.000311 
0.100000 0.104664 0.000315 
0.110000 0.103045 0.000446 
0.120000 0.100906 0.000142 
0.130000 0.098976 0.000406 
0.140000 0.097520 0.000200 
0.150000 0.095178 0.000207 
0.160000 0.091950 0.000228 
0.170000 0.089355 0.000345 
0.180000 0.086915 0.000455 
0.190000 0.085716 0.000463 
0.200000 0.083272 0.000252 
0.210000 0.081461 0.000719 
0.220000 0.079244 0.000352 
0.230000 0.076343 0.000558 
0.240000 0.074182 0.000407 
0.250000 0.073040 0.000426 
0.260000 0.069261 0.000420 
0.270000 0.067561 0.000655 
0.280000 0.065295 0.000479 
0.290000 0.063802 0.000442 
0.300000 0.060464 0.000878 
0.310000 0.056981 0.000490 
0.320000 0.056525 0.000699 
0.330000 0.052972 0.001083 
0.340000 0.050480 0.000410 
0.350000 0.046150 0.001031 
0.360000 0.045601 0.000492 
0.370000 0.041979 0.001043 
0.380000 0.040755 0.000593 
0.390000 0.035533 0.000777 
0.400000 0.034233 0.000733 
0.410000 0.030177 0.000846 
0.420000 0.020983 0.004868 
0.430000 0.020075 0.004563 
0.440000 0.004757 0.004255 
0.450000 0.009026 0.004949 
0.460000 0.000000 0.000000 
0.470000 0.000000 0.000000 
0.480000 0.000000 0.000000 
0.490000 0.000000 0.000000 
0.500000 0.000000 0.000000 
