0.000000 1.000000 
100.000000 9.000000 
200.000000 26.000000 
300.000000 25.000000 
400.000000 38.000000 
500.000000 24.000000 
600.000000 32.000000 
700.000000 21.000000 
800.000000 14.000000 
900.000000 15.000000 
1000.000000 18.000000 
1100.000000 11.000000 
1200.000000 4.000000 
1300.000000 8.000000 
1400.000000 9.000000 
1500.000000 4.000000 
1600.000000 9.000000 
1700.000000 5.000000 
1800.000000 4.000000 
1900.000000 3.000000 
2000.000000 2.000000 
2100.000000 3.000000 
2200.000000 1.000000 
2300.000000 2.000000 
2400.000000 1.000000 
2500.000000 0.000000 
2600.000000 1.000000 
2700.000000 0.000000 
2800.000000 1.000000 
