1.000000 -4760.646465 0.157208 0.000000 0.000000 0.000000 0.006428
1.100000 -4729.983838 0.088451 0.000000 0.000000 0.000000 0.004265
1.200000 -4707.644444 0.107206 0.000000 0.000000 0.000000 0.004904
1.300000 -4675.200000 0.137419 0.000000 0.000000 0.000000 0.006186
1.400000 -4630.278788 0.189469 0.000000 0.000000 0.000000 0.008811
1.500000 -4571.010101 0.233901 0.000000 0.000000 0.000000 0.011595
1.600000 -4502.040404 0.293998 0.000000 0.000000 0.000000 0.013550
1.700000 -4444.678788 0.368779 0.000000 0.000000 0.000000 0.017833
1.800000 -4343.450505 0.415667 0.000000 0.000000 0.000000 0.018009
1.900000 -4208.969697 0.445011 0.000000 0.000000 0.000000 0.020781
2.000000 -4060.492929 0.609753 0.000000 0.000000 0.000000 0.029540
2.100000 -3867.951515 0.827046 0.000000 0.000000 0.000000 0.034607
2.200000 -3640.602020 0.941387 0.000000 0.000000 0.000000 0.042614
2.300000 -3344.529293 1.046776 0.000000 0.000000 0.000000 0.043289
2.400000 -3096.076768 0.972771 0.000000 0.000000 0.000000 0.044837
2.500000 -2860.872727 0.807279 0.000000 0.000000 0.000000 0.036033
2.600000 -2671.535354 0.701094 0.000000 0.000000 0.000000 0.032933
2.700000 -2504.989899 0.575184 0.000000 0.000000 0.000000 0.025553
2.800000 -2369.103030 0.520841 0.000000 0.000000 0.000000 0.024002
2.900000 -2236.670707 0.469753 0.000000 0.000000 0.000000 0.021001
3.000000 -2129.353535 0.408501 0.000000 0.000000 0.000000 0.018325
